kota_administrasi,kecamatan,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,ketinggian_air,bulan,tahun
Jakarta Pusat,TANAH ABANG,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,2017
Jakarta Selatan,CILANDAK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,2017
Jakarta Selatan,KEBAYORAN BARU,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,2017
Jakarta Selatan,KEBAYORAN LAMA,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,80,2,2017
Jakarta Selatan,MAMPANG PRAPATAN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,2017
Jakarta Selatan,PANCORAN,8.0,0.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,2,2017
Jakarta Selatan,PASAR MINGGU,12.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,2,2017
Jakarta Selatan,PESANGGRAHAN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,2017
Jakarta Selatan,TEBET,4.0,0.0,1000.0,3300.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,160,2,2017
Jakarta Timur,CAKUNG,13.0,0.0,1200.0,2950.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,200,2,2017
Jakarta Timur,CIPAYUNG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,2,2017
Jakarta Timur,CIRACAS,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,2017
Jakarta Timur,DUREN SAWIT,8.0,0.0,237.0,935.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,150,2,2017
Jakarta Timur,JATINEGARA,15.0,0.0,727.0,2028.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,250,2,2017
Jakarta Timur,KRAMAT JATI,11.0,22.0,1188.0,3896.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,100,2,2017
Jakarta Timur,MAKASAR,21.0,0.0,1706.0,4708.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,200,2,2017
Jakarta Timur,MATRAMAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,2017
Jakarta Timur,PASAR REBO,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,2017
Jakarta Timur,PULO GADUNG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2,2017
Jakarta Utara,CILINCING,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50,2,2017
Jakarta Utara,KOJA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,2017
Jakarta Utara,PENJARINGAN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,2017
Jakarta Utara,TANJUNG PRIOK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,2017
Jakarta Barat,CENGKARENG,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,3,2017
Jakarta Barat,KALI DERES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,2017
Jakarta Barat,KEBON JERUK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,3,2017
Jakarta Barat,KEMBANGAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,2017
Jakarta Pusat,KEMAYORAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,2017
Jakarta Selatan,CILANDAK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,3,2017
Jakarta Selatan,KEBAYORAN BARU,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,3,2017
Jakarta Selatan,KEBAYORAN LAMA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,3,2017
Jakarta Selatan,MAMPANG PRAPATAN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,3,2017
Jakarta Selatan,PANCORAN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,3,2017
Jakarta Selatan,PASAR MINGGU,22.0,0.0,137.0,417.0,0.0,0.0,0.0,1815.0,11.0,0.0,0.0,120,3,2017
Jakarta Selatan,PESANGGRAHAN,2.0,0.0,1027.0,3266.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,75,3,2017
Jakarta Selatan,TEBET,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,3,2017
Jakarta Timur,CAKUNG,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,3,2017
Jakarta Timur,CIRACAS,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,3,2017
Jakarta Timur,DUREN SAWIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,3,2017
Jakarta Timur,JATINEGARA,11.0,0.0,890.0,2651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,3,2017
Jakarta Timur,KRAMAT JATI,8.0,0.0,1178.0,3832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,3,2017
Jakarta Timur,MAKASAR,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,3,2017
Jakarta Timur,PASAR REBO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,3,2017
Jakarta Barat,CENGKARENG,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4,2017
Jakarta Barat,KEBON JERUK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,2017
Jakarta Barat,KEMBANGAN,1.0,0.0,15.0,96.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70,4,2017
Jakarta Selatan,CILANDAK,7.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,100,4,2017
Jakarta Selatan,KEBAYORAN BARU,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,4,2017
Jakarta Selatan,KEBAYORAN LAMA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,2017
Jakarta Selatan,MAMPANG PRAPATAN,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,2017
Jakarta Selatan,PANCORAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,2017
Jakarta Selatan,PASAR MINGGU,12.0,0.0,360.0,1200.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,100,4,2017
Jakarta Selatan,PESANGGRAHAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4,2017
Jakarta Selatan,SETIA BUDI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,2017
Jakarta Selatan,TEBET,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4,2017
Jakarta Timur,CAKUNG,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,2017
Jakarta Timur,CIRACAS,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,4,2017
Jakarta Timur,DUREN SAWIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4,2017
Jakarta Timur,JATINEGARA,8.0,0.0,246.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,2017
Jakarta Timur,KRAMAT JATI,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,4,2017
Jakarta Timur,MAKASAR,5.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,4.0,0.0,0.0,200,4,2017
Jakarta Timur,PASAR REBO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,4,2017
Jakarta Barat, CENGKARENG,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,2017
Jakarta Barat, KEBON JERUK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,70,5,2017
Jakarta Barat, KEMBANGAN ,8.0,8.0,5.0,20.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,80,5,2017
Jakarta Barat, PALMERAH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,2017
Jakarta Selatan, CILANDAK,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,5,2017
Jakarta Selatan, JAGAKARSA,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,2017
Jakarta Selatan, KEBAYORAN LAMA,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,2017
Jakarta Selatan, MAMPANG PRAPATAN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,5,2017
Jakarta Selatan, PASAR MINGGU,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,5,2017
Jakarta Timur, CAKUNG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,2017
Jakarta Timur, CIRACAS,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,5,2017
Jakarta Timur, JATINEGARA,4.0,25.0,246.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,5,2017
Jakarta Timur, KRAMAT JATI,5.0,20.0,805.0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,5,2017
Jakarta Timur, MAKASAR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2017
Jakarta Timur, PASAR REBO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,5,2017
Jakarta Selatan,PASAR MINGGU,4.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,6,2017
Jakarta Selatan,TEBET,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,2017
Jakarta Timur,JATINEGARA,6.0,35.0,251.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,6,2017
Jakarta Timur,KRAMAT JATI,6.0,28.0,1136.0,3691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,6,2017
Jakarta Selatan,KEBAYORAN LAMA,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,2017
Jakarta Selatan,PASAR MINGGU,2.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,2017
Jakarta Timur,CIRACAS,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,2017
Jakarta Timur,JATINEGARA,6.0,28.0,206.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,2017
Jakarta Timur,KRAMAT JATI,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,7,2017
Jakarta Timur,MAKASSAR,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,7,2017
Jakarta Barat,KEMBANGAN,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,8,2017
Jakarta Selatan,CILANDAK,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,8,2017
Jakarta Selatan,KEBAYORAN BARU,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,8,2017
Jakarta Selatan,KEBAYORAN LAMA,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,8,2017
Jakarta Timur, CIRACAS,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,8,2017
Jakarta Selatan,KEBAYORAN BARU,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,9,2017
Jakarta Barat, KEBON JERUK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,10,2017
Jakarta Selatan, CILANDAK,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,10,2017
Jakarta Selatan, KEBAYORAN BARU,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,10,2017
Jakarta Selatan, MAMPANG PRAPATAN,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,10,2017
Jakarta Selatan, PANCORAN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,10,2017
Jakarta Selatan, PASAR MINGGU,6.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,10,2017
Jakarta Timur, JATINEGARA,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,10,2017
Jakarta Timur, MAKASAR,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,10,2017
Jakarta Barat,CENGKARENG,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,11,2017
Jakarta Barat,GROGOL PETAMBURAN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,11,2017
Jakarta Barat,KEBON JERUK,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,11,2017
Jakarta Barat,KEMBANGAN,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,11,2017
Jakarta Pusat,CEMPAKA PUTIH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,11,2017
Jakarta Selatan,CILANDAK,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,11,2017
Jakarta Selatan,KEBAYORAN BARU,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,11,2017
Jakarta Selatan,KEBAYORAN LAMA,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,11,2017
Jakarta Selatan,MAMPANG PRAPATAN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,11,2017
Jakarta Selatan,PANCORAN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,11,2017
Jakarta Selatan,PASAR MINGGU,8.0,10.0,32.0,74.0,0.0,0.0,0.0,74.0,3.0,0.0,0.0,70,11,2017
Jakarta Selatan,PESANGGRAHAN,15.0,20.0,1098.0,4034.0,0.0,0.0,0.0,490.0,7.0,0.0,0.0,150,11,2017
Jakarta Timur,JATINEGARA,8.0,49.0,805.0,2397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,11,2017
Jakarta Timur,KRAMAT JATI,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,11,2017
Jakarta Timur,MAKASAR,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11,2017
Jakarta Utara,PENJARINGAN,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,11,2017
Jakarta Utara,TANJUNG PRIOK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,11,2017
Jakarta Barat,GROGOL PETAMBURAN,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,12,2017
Jakarta Barat,KALIDERES,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12,2017
Jakarta Selatan,CILANDAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,12,2017
Jakarta Selatan,JAGAKARSA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,12,2017
Jakarta Selatan,PANCORAN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12,2017
Jakarta Selatan,PASAR MINGGU,1.0,1.0,8.0,35.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,50,12,2017
Jakarta Selatan,SETIABUDI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,12,2017
Jakarta Selatan,TEBET,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,12,2017
Jakarta Timur,CAKUNG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,12,2017
Jakarta Timur,JATINEGARA,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,12,2017
Jakarta Timur,KRAMAT JATI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,12,2017
Jakarta Timur,MAKASAR,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,12,2017
Jakarta Timur,PASAR REBO,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,12,2017
Jakarta Utara,CILINCING,8.0,8.0,123.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12,2017
Jakarta Utara,KOJA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,2017
Jakarta Utara,PADEMANGAN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,2017
Jakarta Utara,PENJARINGAN,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,12,2017
Jakarta Utara,TANJUNG PRIOK,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,2017
